ID,bug type,species,pixel_ratio,r_min,r_max,r_mean,r_median,r_std,g_min,g_max,g_mean,g_median,g_std,b_min,b_max,b_mean,b_median,b_std,shape_sym_h,shape_sym_v,color_sym_h,color_sym_v,aspect_ratio,extent,eccentricity,solidity,compactness,hsv_h_mean,hsv_h_std,hsv_s_mean,hsv_s_std,hsv_v_mean,hsv_v_std,glcm_contrast,glcm_homogeneity,glcm_energy,glcm_correlation,bg_r_mean,bg_g_mean,bg_b_mean
12,Bee,Apis mellifera,0.017804333333333332,10.0,235.0,109.299091513302,108.0,44.589047880696015,0.0,195.0,75.56797736506094,72.0,37.47353154042141,0.0,255.0,82.35767977833112,73.0,50.94457691462356,0.5807105628559355,0.684417322359286,0.7891306872563553,0.8115928007114007,1.055299539170507,0.5374298190892077,0.36425381980299115,0.7084328081065309,6.837512589465856,0.5087404341853079,0.42408123771065775,0.38817148770573157,0.1588238968882947,0.43780064007330227,0.1901567032710398,0.7603147807641147,0.91442209689068,0.47032280422616046,0.9897617217259692,100.66406383894315,94.49320917726169,81.5699641228988
13,Bee,Apis mellifera,0.01600375,5.0,255.0,104.81475956156109,100.0,47.803286188815015,3.0,255.0,77.97916894477856,71.0,42.56586176144456,0.0,255.0,51.886406831732145,43.0,38.800551987957604,0.6994356074260994,0.8023893745493872,0.8393680994387661,0.8376416706132104,2.0821917808219177,0.5408621350036049,0.8962656594176918,0.6397363038568392,7.721414848926279,0.10254385730121429,0.13820889725780255,0.5270899649448861,0.21453894586160044,0.4112808221520793,0.1876754246679927,1.2311130899760552,0.8846720914264926,0.464473996749789,0.9842133534759474,71.32789814154948,74.72668569621074,64.9793451956753
14,Bee,Apis mellifera,0.010826833333333334,10.0,255.0,137.50250150090054,137.0,52.13362734837136,0.0,244.0,107.34989840057881,103.0,49.062308883358504,0.0,255.0,99.43484937116116,91.0,51.538432591248856,0.7739982578397213,0.4785278745644599,0.8525140815133642,0.6879397816036984,1.2202380952380953,0.4715519744483159,0.5686909263404896,0.7320415373086393,7.257292226548496,0.3363256413245821,0.39657668572065086,0.32602429077505113,0.19294979087916264,0.5437110380858983,0.20440589548652735,1.4252909711384347,0.859615963015782,0.5286577918668358,0.9888972810558503,92.6651433545761,90.6081600306249,97.00838254811805
15,Bee,Apis mellifera,0.015531375,9.0,255.0,124.05673998599609,125.0,51.305427097477576,0.0,254.0,95.23365874989604,98.0,45.369342473354436,0.0,255.0,80.63990900140307,82.0,41.34568608999027,0.5888734326397341,0.5848200312989045,0.8252483966982724,0.8257364631227659,1.095679012345679,0.3600852025734655,0.6044236151765776,0.5052017402382663,10.103001338900421,0.21983478354331804,0.3379521839792646,0.3848983641602776,0.17863558480807765,0.4882769502571828,0.20098848354602872,0.9960522250926865,0.8949220472809047,0.638879773266196,0.9889722311566272,104.0638901773025,106.21020019810179,81.31789099254772
16,Bee,Apis mellifera,0.016508083333333333,13.0,255.0,107.31232426538514,101.0,46.912676148756496,0.0,255.0,86.87918292553648,84.0,40.89867202231182,0.0,255.0,66.94629651130506,62.0,34.68376601187988,0.6557609301030354,0.6908416875522139,0.8458397150283115,0.845906799041904,1.381578947368421,0.3447803536619326,0.840470531114654,0.5322927358809968,9.304158848064217,0.15616828837006344,0.24071591302377068,0.3893619690521537,0.14839108065239412,0.4230853037237551,0.18372802838612365,0.8600995603162473,0.9180204331407528,0.655010170234971,0.9877532821419455,92.00036218735232,88.45054911907003,76.52644929381304
17,Bee,Apis mellifera,0.01453125,3.0,255.0,123.1085247311828,117.0,48.661269653783236,0.0,255.0,106.53325304659498,109.0,47.548175693685835,0.0,255.0,74.79518566308244,66.0,44.300999230353966,0.7542149506079028,0.7164644281914894,0.8724314086597996,0.8565136862960314,1.0374873353596759,0.34506197758358664,0.4429803984021636,0.5658926175150053,7.766534059693283,0.1440930403851692,0.1571747971846634,0.4340799079439426,0.18504461662001226,0.4928190709115187,0.1908448659405949,1.4903007225140283,0.8764120226178986,0.654189077648514,0.9850269381244131,94.77540366788224,113.84619358384863,55.74343305322129
18,Bee,Apis mellifera,0.013484666666666667,17.0,255.0,137.03442799228753,133.0,50.013467942019645,0.0,255.0,112.8236206555594,110.0,48.097575160036286,0.0,255.0,95.70217098432788,87.0,48.55932826786837,0.7145188314999635,0.7067276171049757,0.8524545038141043,0.843092805029542,1.0231660231660231,0.29470386828877393,0.4491984393171599,0.49265055105644523,8.666580645979991,0.21618452957513437,0.29912686504946046,0.3527094341100453,0.15804786141769298,0.5420032023784942,0.19676929972894672,1.4818513493406449,0.894093914980363,0.7039966303081517,0.985719366843369,101.16492331087268,114.09988478807223,61.4756609628639
19,Bee,Apis mellifera,0.012113,7.0,255.0,107.76654558463359,107.0,37.78026258866935,0.0,255.0,88.36246181788161,96.0,38.39357414356434,0.0,255.0,65.6742583725474,63.0,33.24864145879006,0.661127934363434,0.6895333488624893,0.8380648920799783,0.850674854321123,1.4790697674418605,0.47243430354443955,0.6304619610054418,0.7320907813420771,7.315319617355388,0.1699523530206027,0.2369119870779269,0.43594500530629526,0.14284525863974415,0.42789733549381664,0.14772940365082626,1.3437733441419897,0.8558568534332147,0.5328681385464968,0.9829894793032337,133.79186308757986,109.68618028512708,90.06421656356783
20,Bee,Apis mellifera,0.019290666666666668,8.0,255.0,91.68291012925076,88.0,55.2070273683303,0.0,255.0,68.27521512994194,61.0,47.424288419348144,0.0,255.0,60.493816094138786,48.0,45.911509944138,0.39835858585858586,0.7139147153351699,0.8142721640423847,0.8395386153198653,1.0,0.41517447199265384,0.6848459242896408,0.6336200053648362,8.768622480630292,0.27326804769389124,0.35681822810856856,0.39801927752490246,0.21270222005717662,0.3637739151853719,0.2184245633663177,1.1294587294266285,0.8935102716716233,0.5878879764170877,0.9829016476042273,112.17428477788866,101.70878710069718,112.09433847711588
21,Bee,Apis mellifera,0.015615333333333333,14.0,235.0,122.84111770482005,118.0,41.21780036026677,3.0,207.0,101.41630555436964,104.0,38.00302669380633,0.0,255.0,99.3586992486018,96.0,45.12098003892835,0.5689792271244241,0.5970582689816863,0.7822925704856949,0.7907176319065436,1.7211155378486056,0.38402767530700244,0.8130268896902602,0.5613660874775315,10.255882307370026,0.3583175665789266,0.36872826920945034,0.2898557428519772,0.15987761511884002,0.49542982094857324,0.16846160789531792,1.303855762682716,0.908428917916275,0.6162919022684855,0.9861595168693644,101.38389125660227,109.59010904104561,95.67888747081933
22,Bee,Apis mellifera,0.013537875,9.0,255.0,146.12373926237808,162.0,68.67268554574477,0.0,255.0,106.08242000067712,112.0,59.45877709360009,0.0,255.0,103.86937265511266,99.0,66.74103964645577,0.7025053338353413,0.6321928338353413,0.8032358771961484,0.7529087175225958,1.296875,0.42475762424698793,0.46989557536866994,0.6022621742007597,8.384898104433253,0.35107990362514513,0.3997984626174621,0.39707157846958,0.17844393331477737,0.5775422487829021,0.2702988077647514,1.3912495975800432,0.8844682099875565,0.5756389331030742,0.9902182854494229,120.00917698690155,116.55611972093371,92.68735963887109
23,Bee,Apis mellifera,0.016421666666666668,4.0,255.0,116.16624632091748,119.0,47.02124626875408,0.0,255.0,98.10082715924084,102.0,47.449393237740374,0.0,255.0,81.13070130924592,76.0,45.76247572850473,0.5481734380334585,0.47145783543871633,0.7779604702356645,0.7704940704516698,1.4356435643564356,0.42049334243769204,0.9285580727540758,0.7063905293627394,8.352727125633068,0.2212230380553598,0.28308335798451867,0.34585089736698427,0.19761982868209116,0.4626270887934997,0.18505517679574926,1.148552966903582,0.8964230967473126,0.5802219516271612,0.9884623862198972,98.30941608616159,107.05471818885803,87.81780403865477
24,Bee,Megachile centuncularis,0.022229875,0.0,255.0,77.11923893709104,74.0,44.071522669672206,0.0,255.0,51.607536404650645,44.0,34.672301247031356,0.0,255.0,49.88463910240911,38.0,39.37428756758008,0.6596174096174097,0.5540560040560041,0.8578307719484191,0.8478239074317506,0.8324324324324325,0.5201795951795952,0.4078333824916586,0.6840873654948865,6.556845543763361,0.37403661250767567,0.39270628516243583,0.450815804718094,0.21527715836321837,0.30662861800496866,0.1746421093282995,0.6279852446528106,0.9121811538257586,0.49984587130457225,0.9852786328143299,131.59985499318324,99.39918614988024,103.33638355607016
25,Bee,Apis mellifera,0.01123225,5.0,255.0,98.44813298018354,102.0,49.559543742238084,0.0,255.0,87.97574691921328,92.0,49.43679533999181,0.0,255.0,82.18663520962704,85.0,47.9648615795972,0.7741675617615467,0.7982903687790905,0.8689432595650346,0.8678397057328455,1.719298245614035,0.33513098221744836,0.767711831101681,0.4578868251420418,9.797228915967745,0.3016061972276292,0.3308634055402551,0.23310649330149028,0.1822714516172065,0.39077814422377677,0.19503303995031834,1.2527288451621852,0.907596037767308,0.6660558070883273,0.9836435126233863,108.26217080974442,101.61269081305157,106.62178668853227
26,Bee,Andrenidae,0.016128,3.0,255.0,101.86899594907408,110.0,66.48608997988957,2.0,255.0,84.14769603587963,86.0,56.51044284811507,0.0,255.0,89.05071407903439,85.0,64.5754682807444,0.5865518921552704,0.7158876076011045,0.7931848369976182,0.7991537060568006,1.494910941475827,0.4191132044827026,0.7080275205451085,0.6266555929536215,9.101099609741008,0.5023764774680881,0.381191121930297,0.2457448498350566,0.1512174139713791,0.408233286080636,0.26534377517267793,1.459637456612763,0.9030207942924775,0.5873382193063276,0.9852828899553706,122.11921444049632,113.63834201332422,119.590536209656
27,Bee,Apis mellifera,0.0036175,9.0,255.0,107.43918451969593,108.0,45.15435554438467,0.0,255.0,72.90529831835983,68.0,41.18124985177943,0.0,255.0,58.15745219995393,50.0,38.95502868327346,0.6427970980707963,0.6593553309174137,0.8227295441079396,0.8025453725969447,0.7278911564625851,0.613304511835887,0.8028592405579791,0.7699402280910236,7.433632623029369,0.17854854257987496,0.3076869448914532,0.4834608454089578,0.22550431977253887,0.42289158095857554,0.177586910347766,2.8319170930859996,0.7945583333421382,0.38844662957600906,0.9615324479885244,123.12340420638326,121.30067648886514,115.49754549583118
28,Bee,Apis mellifera,0.007338916666666666,9.0,255.0,152.21000488264616,170.0,60.20392242603474,4.0,255.0,128.72842835568375,140.0,59.49664118535696,0.0,255.0,110.85013115014705,110.0,61.90494322147018,0.6886274103255235,0.7066314188955698,0.8017790852835248,0.7601235535336535,0.8736263736263736,0.3804124334784712,0.7756919009273506,0.5576525491611498,11.451490333952579,0.16203931824342446,0.24883023458130443,0.3118727003546957,0.20240311561360785,0.5984918122721626,0.23441744164259712,4.009958102669774,0.8529474658144107,0.6166092417490023,0.9754456274115028,105.7590257181601,124.06120350072486,72.54692953696096
29,Bee,Andrenidae,0.014658625,0.0,255.0,95.11456565673792,92.0,57.4951458906828,0.0,255.0,78.31939955714354,71.0,54.51467598636589,0.0,255.0,68.37586517607666,57.0,50.94642192952254,0.8051672149122807,0.623188831453634,0.8289824378825604,0.7809754804699658,1.3571428571428572,0.5740376331453634,0.7819328140366969,0.6724525488846838,8.843454405631311,0.22660574568217298,0.3158701270431803,0.36012938140573053,0.17939606679450204,0.37698655741335896,0.22721871174054226,1.685382889383387,0.858471424226248,0.44064602039501655,0.9829779385971729,116.40378717308337,102.93328530429365,93.78782662167887
30,Bee,Apis mellifera,0.017617916666666667,21.0,255.0,138.54898422533878,132.0,49.37215423341238,0.0,255.0,99.01714873589859,100.0,44.35609919003084,0.0,255.0,77.12786935647897,69.0,48.41699051007801,0.732002692095618,0.6163196133761474,0.8419025112234249,0.7859542444441476,0.9263565891472868,0.42857635172391423,0.5536879106596704,0.7092083193559209,7.2529326685323685,0.20333756591253202,0.2903260850801682,0.5068135464425801,0.19390841312100485,0.5474816514123092,0.19271456059190734,1.0793021639809748,0.8983422598460913,0.5732003570743001,0.989758006551231,93.46932939788788,94.4463441965257,63.23690968848255
31,Bee,Apis mellifera,0.011362125,8.0,255.0,130.80536211316104,139.0,50.077293136958396,0.0,255.0,110.84213267031181,120.0,49.404872777229734,0.0,255.0,93.56142300259268,95.0,47.651568227112406,0.6620844269466317,0.539009186351706,0.8043246139711839,0.7562422351073218,0.9448818897637795,0.4970034995625547,0.5049973671456665,0.7471373653623263,5.9773919409067595,0.18038522147576708,0.26083358639852083,0.3239306511306713,0.17161010541048616,0.5152643432295448,0.19588177587408265,2.2428229944431006,0.8395201138454418,0.5044100523377071,0.9829266448923326,109.42132814134128,110.90703813061987,91.04820656232023
32,Bee,Apis mellifera & Megachile centuncularis,0.009864166666666667,2.0,255.0,91.08917800118273,81.0,68.52641849367778,0.0,255.0,76.28279124778237,61.0,60.862392262976236,0.0,255.0,74.69634620258512,58.0,58.45279171840318,0.5744562186279978,0.7016328933506848,0.818363802627907,0.8073042415412799,1.2147239263803682,0.45845727210757886,0.5503802549764729,0.6126748170308796,7.762698275869026,0.4193756823021098,0.38960435648050246,0.27860854262041157,0.1300320358681019,0.365316778396752,0.26190097040435356,2.315528243508746,0.8765959575597263,0.550333252096536,0.9766682152275532,99.70601521003431,108.58399958591541,67.38654553289406
33,Bee,Apis mellifera,0.008155916666666667,6.0,255.0,84.73475288900696,77.0,55.27199177163827,2.0,255.0,70.85554965209306,63.0,50.386839152904265,0.0,255.0,55.49551961255121,42.0,44.80292569286787,0.688765045609111,0.5806997894964107,0.8764408886024319,0.862719693498025,0.9845360824742269,0.33016341015814754,0.5461122725316016,0.5658297151512699,8.684500896723222,0.22222537050397598,0.2946608289037916,0.3800426522717214,0.16861999258571958,0.33532396886577986,0.21630232563822083,1.0784466598458486,0.9297087990001451,0.6712069913529956,0.9817429276650318,107.12768656767206,115.92614035690589,72.49764033812774
34,Bee,Apis mellifera,0.0080445,7.0,255.0,79.30303312822426,70.0,51.37228487846295,4.0,255.0,65.87629747032133,51.0,48.32997499013956,0.0,255.0,44.335270474651416,32.0,36.98873127921991,0.6049706445016162,0.6125486509664226,0.8672831224316364,0.8627811591465973,1.1411042944785277,0.39785358532884757,0.5103904941124436,0.603370224473207,8.873867407018526,0.13304305163594268,0.1645150546437862,0.48088627832586606,0.1636541894914706,0.3172346063583409,0.20261100997111287,1.1239015888724815,0.92957965315498,0.6054364412590156,0.9807169403229854,98.53261482831975,107.62150944103172,69.21122175675555
35,Bee,Apis mellifera,0.00541725,5.0,191.0,71.28679219161013,57.0,48.88229321380822,5.0,188.0,57.114149245465875,37.0,49.541898298730594,0.0,182.0,48.08388327410894,28.0,47.20975050212028,0.6450810185185185,0.6141782407407408,0.8240898087630114,0.8291048878399097,0.625,0.6269965277777778,0.8364902514398009,0.8137674628210906,6.496268290184298,0.19585274381006992,0.2803796997899789,0.3986776452946111,0.23894708219554056,0.2817281517495703,0.19057399760574795,2.6516172002206857,0.8937368190109081,0.4035355913118954,0.9618339036018092,100.17833512763686,104.7442077678638,89.40852973269443
36,Bee,Apis mellifera,0.009457333333333333,9.0,255.0,111.7496034823065,118.0,50.75391054965842,7.0,255.0,88.4377731566333,97.0,46.22179816531062,5.0,238.0,63.46893063583815,65.0,35.4944522218526,0.5841101302549541,0.7161707512809432,0.8171992985930302,0.8523018144023253,0.8608247422680413,0.4378665349712945,0.4783186638832784,0.653917292323294,8.349283974607488,0.14086730767958705,0.21060194301930096,0.4490415649206493,0.12015418079465022,0.44003451690841283,0.19876676349357397,1.3125250333729932,0.9206513092517341,0.563628095232076,0.9850797313632184,90.65264646180478,97.98566185774263,58.422792699826495
37,Bee,Apis mellifera,0.0104475,11.0,255.0,142.60632926537448,151.0,63.65359749784412,8.0,255.0,117.72140863045385,128.0,62.29671226678423,1.0,255.0,91.58715801228364,88.0,53.26340872022785,0.6152975030168013,0.6284786039172003,0.8052836804348481,0.7316747084365476,0.9851851851851852,0.38789102385593616,0.652355711953513,0.6246123031621115,7.928356144175805,0.1685557908846768,0.2530278710084782,0.3988292014453355,0.1352055879077044,0.5621877047859903,0.2500891202495389,1.7341429406881166,0.9068302072635035,0.6113917513043475,0.9882429520667085,129.4675984009607,136.76026554090527,89.61449194627538
38,Bee,Apis mellifera,0.01157,0.0,255.0,111.84302434456929,109.0,47.02059054889335,0.0,255.0,92.67950158455777,91.0,45.58945331003613,0.0,255.0,73.69071953327571,65.0,44.102166214802615,0.6010730959515016,0.7402503890553505,0.7820763554998102,0.8270231649929177,0.889763779527559,0.5374770631547163,0.6735175510692913,0.7800438226866678,6.567828477976378,0.16902477661147947,0.22756472458051757,0.3865630075900028,0.1824544672347593,0.44386489456053235,0.18387650656567542,2.0504694444693037,0.8015793291103608,0.4647464349498864,0.9793062584266958,104.109057335033,105.48101260753586,91.00981274175544
39,Bee,Apis mellifera,0.016584833333333333,4.0,255.0,92.50715261936107,87.0,50.42285006713619,0.0,255.0,68.21248831763961,65.0,44.597313421291034,0.0,255.0,53.356892341396254,45.0,41.98628882312832,0.5815556826178747,0.7239070197044335,0.8347684296419717,0.8468417575363478,0.8448275862068966,0.5470894176636172,0.5637815961127163,0.7163146604471703,7.4914093571773925,0.19534805569998157,0.2880669021626456,0.48251354904218074,0.1740613294946021,0.3663734820320716,0.19738119940360865,1.6762167654339657,0.8394884852362119,0.46051637756897035,0.976237318201711,110.76372199364425,101.13794394398704,82.68158497318274
40,Bee,Andrenidae,0.01470125,8.0,210.0,85.43262194257858,90.0,39.011461805500524,5.0,191.0,71.09195079783466,72.0,34.21956078606664,0.0,152.0,56.0443443017884,52.0,29.16056914034176,0.7804695867861773,0.5104994644568466,0.903269082278858,0.8305103220861287,1.1245186136071887,0.5140854977403415,0.43352152579754394,0.6334658117265949,8.077942354857917,0.13615326823590052,0.199338299822853,0.33895721418956465,0.17591463104985625,0.33585551670998587,0.15207239538206546,0.8240563550696507,0.9173895639043974,0.5877803499679057,0.9840629380139031,110.39003618614828,115.75718033066958,60.67465104703861
41,Bee,Andrenidae,0.0093895,8.0,255.0,107.5249037044926,101.0,55.84758710003768,5.0,255.0,97.90719686884286,89.0,55.90285380487237,0.0,255.0,77.16899195910325,62.0,52.38051302340485,0.6846018548129198,0.6160257435241445,0.7766942555457318,0.7994639966369236,0.4491525423728814,0.5630096738087624,0.9136942995198339,0.7290927915102886,6.534583916385156,0.11953435340339251,0.09344468039658828,0.31326562031409416,0.16112886787141753,0.42275006812991983,0.21869311430722874,1.8712634845937859,0.8664255032981196,0.4404442542604653,0.9847009261606242,116.7968684462763,123.34361693285773,72.71675396131981
42,Bee,Apis mellifera,0.013253875,3.0,255.0,108.2730019208219,102.0,46.346447325648015,0.0,255.0,92.45469721119295,91.0,45.37548944432483,0.0,255.0,76.24852480249487,68.0,42.871882829453895,0.7953191678520626,0.7142380867709814,0.8706156427325158,0.8618683699179055,1.027027027027027,0.3927772344713134,0.41996829433754457,0.6668616352201258,7.925319446617897,0.18868378208935616,0.2443540607094049,0.35215300306812347,0.16453197867572908,0.4296348157645103,0.18058627494552498,1.3519068806581636,0.8641550297685685,0.6067639305678063,0.984292659229812,103.62961437184936,102.96533653307566,89.26282081084095
43,Bee,Apis mellifera,0.019391333333333333,11.0,255.0,119.04712156633548,122.0,47.99147123042417,0.0,255.0,85.42165314401623,84.0,44.959652022804185,0.0,255.0,76.48084195688796,79.0,42.72618639013043,0.6390112667918533,0.6457942125282874,0.8438223548041843,0.8507602496115849,0.8012422360248447,0.35012518657614716,0.7786873881560433,0.602012780379272,7.622769954430881,0.23140053577385145,0.3428153988578139,0.4360429956871867,0.18360386838140832,0.47206772178393824,0.18533228394457849,0.9714372593465298,0.8983838078964607,0.6498322198574364,0.9873601490586176,112.99690077693242,97.72035548669432,91.48754277105444
44,Bee,Apis mellifera,0.012554333333333334,9.0,255.0,127.00449048137429,127.0,48.30439478776231,0.0,255.0,103.2926180867164,106.0,45.20302141083422,0.0,255.0,88.424743780368,85.0,45.48805516473887,0.6171888375278205,0.700778976202705,0.7964755879667396,0.819072241049019,0.8389830508474576,0.403002482451635,0.33463257067132474,0.6441367869267408,6.662607537356081,0.2169777636718178,0.32035635538373364,0.3447881401766637,0.1543232454711099,0.5003044414005945,0.1895003109234898,1.5051100372847825,0.8646205355361902,0.5969146542542891,0.9858274759559915,110.48178068531703,103.84283515008589,91.54771401768267
45,Bee,Megachile centuncularis,0.013615416666666666,9.0,235.0,89.05080637757445,79.0,46.042760997052746,6.0,217.0,74.79985004743398,68.0,42.82249826147772,0.0,250.0,47.33278758759984,32.0,42.05478359243279,0.6324067993534047,0.6396431097191352,0.8417801444009947,0.8377903471619671,0.9702970297029703,0.5158396898363306,0.7181139605213076,0.6563755423429214,7.909075726717716,0.1435706685151057,0.14904108329076304,0.5310043839067753,0.1833031101809421,0.35879359890358814,0.18660258823205356,0.8487954746800109,0.9034663690541005,0.4897076888843917,0.9878596081352778,102.45878661255773,127.28077457110838,59.33327264593805
